HSCode,Commodity,value,country,year
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",,AFGHANISTAN TIS,2014
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.3,AFGHANISTAN TIS,2014
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.07,AFGHANISTAN TIS,2014
50,SILK,0.47,AFGHANISTAN TIS,2014
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.13,AFGHANISTAN TIS,2014
52,COTTON.,1.64,AFGHANISTAN TIS,2014
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,,AFGHANISTAN TIS,2014
54,MAN-MADE FILAMENTS.,134.77,AFGHANISTAN TIS,2014
55,MAN-MADE STAPLE FIBRES.,27.2,AFGHANISTAN TIS,2014
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.05,AFGHANISTAN TIS,2014
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.04,AFGHANISTAN TIS,2014
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,2.21,AFGHANISTAN TIS,2014
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.46,AFGHANISTAN TIS,2014
60,KNITTED OR CROCHETED FABRICS.,0.04,AFGHANISTAN TIS,2014
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",30.74,AFGHANISTAN TIS,2014
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",57.04,AFGHANISTAN TIS,2014
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2.26,AFGHANISTAN TIS,2014
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",3.39,AFGHANISTAN TIS,2014
65,HEADGEAR AND PARTS THEREOF.,0.01,AFGHANISTAN TIS,2014
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.01,AFGHANISTAN TIS,2014
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.01,AFGHANISTAN TIS,2014
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.51,AFGHANISTAN TIS,2014
69,CERAMIC PRODUCTS.,0.06,AFGHANISTAN TIS,2014
70,GLASS AND GLASSWARE.,0.88,AFGHANISTAN TIS,2014
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",5.71,AFGHANISTAN TIS,2014
72,IRON AND STEEL,0.11,AFGHANISTAN TIS,2014
73,ARTICLES OF IRON OR STEEL,6.55,AFGHANISTAN TIS,2014
74,COPPER AND ARTICLES THEREOF.,0.29,AFGHANISTAN TIS,2014
75,NICKEL AND ARTICLES THEREOF.,0,AFGHANISTAN TIS,2014
76,ALUMINIUM AND ARTICLES THEREOF.,5.01,AFGHANISTAN TIS,2014
79,ZINC AND ARTICLES THEREOF.,,AFGHANISTAN TIS,2014
80,TIN AND ARTICLES THEREOF.,,AFGHANISTAN TIS,2014
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0,AFGHANISTAN TIS,2014
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",2.05,AFGHANISTAN TIS,2014
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.32,AFGHANISTAN TIS,2014
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",8.87,AFGHANISTAN TIS,2014
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",9.86,AFGHANISTAN TIS,2014
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0,AFGHANISTAN TIS,2014
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",4.19,AFGHANISTAN TIS,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,AFGHANISTAN TIS,2014
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",5.32,AFGHANISTAN TIS,2014
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0,AFGHANISTAN TIS,2014
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.05,AFGHANISTAN TIS,2014
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,,AFGHANISTAN TIS,2014
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.37,AFGHANISTAN TIS,2014
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",1.22,AFGHANISTAN TIS,2014
96,MISCELLANEOUS MANUFACTURED ARTICLES.,1.07,AFGHANISTAN TIS,2014
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,,AFGHANISTAN TIS,2014
98,PROJECT GOODS; SOME SPECIAL USES.,0,AFGHANISTAN TIS,2014
99,MISCELLANEOUS GOODS.,0.01,AFGHANISTAN TIS,2014
1,LIVE ANIMALS.,,AFGHANISTAN TIS,2015
2,MEAT AND EDIBLE MEAT OFFAL.,3,AFGHANISTAN TIS,2015
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.05,AFGHANISTAN TIS,2015
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",7.23,AFGHANISTAN TIS,2015
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.01,AFGHANISTAN TIS,2015
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.01,AFGHANISTAN TIS,2015
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.18,AFGHANISTAN TIS,2015
9,"COFFEE, TEA, MATE AND SPICES.",2.17,AFGHANISTAN TIS,2015
10,CEREALS.,1.11,AFGHANISTAN TIS,2015
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.04,AFGHANISTAN TIS,2015
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.87,AFGHANISTAN TIS,2015
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.02,AFGHANISTAN TIS,2015
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0,AFGHANISTAN TIS,2015
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",,AFGHANISTAN TIS,2015
17,SUGARS AND SUGAR CONFECTIONERY.,17.94,AFGHANISTAN TIS,2015
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.49,AFGHANISTAN TIS,2015
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.03,AFGHANISTAN TIS,2015
21,MISCELLANEOUS EDIBLE PREPARATIONS.,1.23,AFGHANISTAN TIS,2015
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.06,AFGHANISTAN TIS,2015
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.05,AFGHANISTAN TIS,2015
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,37.61,AFGHANISTAN TIS,2015
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.05,AFGHANISTAN TIS,2015
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.81,AFGHANISTAN TIS,2015
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.3,AFGHANISTAN TIS,2015
29,ORGANIC CHEMICALS,2.2,AFGHANISTAN TIS,2015
30,PHARMACEUTICAL PRODUCTS,46.79,AFGHANISTAN TIS,2015
31,FERTILISERS.,0,AFGHANISTAN TIS,2015
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.1,AFGHANISTAN TIS,2015
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",3.59,AFGHANISTAN TIS,2015
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.53,AFGHANISTAN TIS,2015
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0,AFGHANISTAN TIS,2015
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,,AFGHANISTAN TIS,2015
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0,AFGHANISTAN TIS,2015
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.46,AFGHANISTAN TIS,2015
39,PLASTIC AND ARTICLES THEREOF.,2.76,AFGHANISTAN TIS,2015
40,RUBBER AND ARTICLES THEREOF.,4.3,AFGHANISTAN TIS,2015
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0,AFGHANISTAN TIS,2015
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.29,AFGHANISTAN TIS,2015
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.14,AFGHANISTAN TIS,2015
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.17,AFGHANISTAN TIS,2015
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",6.05,AFGHANISTAN TIS,2015
50,SILK,0.89,AFGHANISTAN TIS,2015
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0,AFGHANISTAN TIS,2015
52,COTTON.,1.5,AFGHANISTAN TIS,2015
54,MAN-MADE FILAMENTS.,72.44,AFGHANISTAN TIS,2015
55,MAN-MADE STAPLE FIBRES.,38.98,AFGHANISTAN TIS,2015
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.08,AFGHANISTAN TIS,2015
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.3,AFGHANISTAN TIS,2015
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,3.42,AFGHANISTAN TIS,2015
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.56,AFGHANISTAN TIS,2015
60,KNITTED OR CROCHETED FABRICS.,0.04,AFGHANISTAN TIS,2015
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",67.3,AFGHANISTAN TIS,2015
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",101.57,AFGHANISTAN TIS,2015
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,3.44,AFGHANISTAN TIS,2015
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",4.24,AFGHANISTAN TIS,2015
65,HEADGEAR AND PARTS THEREOF.,0,AFGHANISTAN TIS,2015
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0,AFGHANISTAN TIS,2015
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.25,AFGHANISTAN TIS,2015
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.31,AFGHANISTAN TIS,2015
69,CERAMIC PRODUCTS.,0.04,AFGHANISTAN TIS,2015
70,GLASS AND GLASSWARE.,0.2,AFGHANISTAN TIS,2015
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",4.45,AFGHANISTAN TIS,2015
72,IRON AND STEEL,0.09,AFGHANISTAN TIS,2015
73,ARTICLES OF IRON OR STEEL,23.76,AFGHANISTAN TIS,2015
74,COPPER AND ARTICLES THEREOF.,1.97,AFGHANISTAN TIS,2015
75,NICKEL AND ARTICLES THEREOF.,,AFGHANISTAN TIS,2015
76,ALUMINIUM AND ARTICLES THEREOF.,8.86,AFGHANISTAN TIS,2015
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,,AFGHANISTAN TIS,2015
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",1.38,AFGHANISTAN TIS,2015
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.39,AFGHANISTAN TIS,2015
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",8.45,AFGHANISTAN TIS,2015
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",11.25,AFGHANISTAN TIS,2015
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.07,AFGHANISTAN TIS,2015
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",6.56,AFGHANISTAN TIS,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",10.95,AFGHANISTAN TIS,2015
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",7.01,AFGHANISTAN TIS,2015
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0,AFGHANISTAN TIS,2015
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.01,AFGHANISTAN TIS,2015
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.08,AFGHANISTAN TIS,2015
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1.82,AFGHANISTAN TIS,2015
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.08,AFGHANISTAN TIS,2015
96,MISCELLANEOUS MANUFACTURED ARTICLES.,1.13,AFGHANISTAN TIS,2015
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0,AFGHANISTAN TIS,2015
98,PROJECT GOODS; SOME SPECIAL USES.,,AFGHANISTAN TIS,2015
99,MISCELLANEOUS GOODS.,0,AFGHANISTAN TIS,2015
2,MEAT AND EDIBLE MEAT OFFAL.,1.81,AFGHANISTAN TIS,2016
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.01,AFGHANISTAN TIS,2016
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",7.34,AFGHANISTAN TIS,2016
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.04,AFGHANISTAN TIS,2016
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.01,AFGHANISTAN TIS,2016
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0,AFGHANISTAN TIS,2016
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.21,AFGHANISTAN TIS,2016
9,"COFFEE, TEA, MATE AND SPICES.",3.08,AFGHANISTAN TIS,2016
10,CEREALS.,0.28,AFGHANISTAN TIS,2016
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.01,AFGHANISTAN TIS,2016
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",1.78,AFGHANISTAN TIS,2016
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.02,AFGHANISTAN TIS,2016
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.02,AFGHANISTAN TIS,2016
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.05,AFGHANISTAN TIS,2016
17,SUGARS AND SUGAR CONFECTIONERY.,5.22,AFGHANISTAN TIS,2016
18,COCOA AND COCOA PREPARATIONS.,0.01,AFGHANISTAN TIS,2016
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.58,AFGHANISTAN TIS,2016
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",2.51,AFGHANISTAN TIS,2016
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.21,AFGHANISTAN TIS,2016
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.03,AFGHANISTAN TIS,2016
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.06,AFGHANISTAN TIS,2016
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,37.9,AFGHANISTAN TIS,2016
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.06,AFGHANISTAN TIS,2016
26,"ORES, SLAG AND ASH.",0,AFGHANISTAN TIS,2016
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.16,AFGHANISTAN TIS,2016
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.32,AFGHANISTAN TIS,2016
29,ORGANIC CHEMICALS,2.55,AFGHANISTAN TIS,2016
30,PHARMACEUTICAL PRODUCTS,65.31,AFGHANISTAN TIS,2016
31,FERTILISERS.,6.29,AFGHANISTAN TIS,2016
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.06,AFGHANISTAN TIS,2016
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",3.46,AFGHANISTAN TIS,2016
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.39,AFGHANISTAN TIS,2016
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,,AFGHANISTAN TIS,2016
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.02,AFGHANISTAN TIS,2016
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0,AFGHANISTAN TIS,2016
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.83,AFGHANISTAN TIS,2016
39,PLASTIC AND ARTICLES THEREOF.,2.17,AFGHANISTAN TIS,2016
40,RUBBER AND ARTICLES THEREOF.,5.65,AFGHANISTAN TIS,2016
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0,AFGHANISTAN TIS,2016
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.71,AFGHANISTAN TIS,2016
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.11,AFGHANISTAN TIS,2016
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.62,AFGHANISTAN TIS,2016
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.92,AFGHANISTAN TIS,2016
50,SILK,0.09,AFGHANISTAN TIS,2016
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",,AFGHANISTAN TIS,2016
52,COTTON.,0.94,AFGHANISTAN TIS,2016
54,MAN-MADE FILAMENTS.,34.79,AFGHANISTAN TIS,2016
55,MAN-MADE STAPLE FIBRES.,43.07,AFGHANISTAN TIS,2016
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.08,AFGHANISTAN TIS,2016
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.05,AFGHANISTAN TIS,2016
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,6.97,AFGHANISTAN TIS,2016
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.34,AFGHANISTAN TIS,2016
60,KNITTED OR CROCHETED FABRICS.,0.05,AFGHANISTAN TIS,2016
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",77.93,AFGHANISTAN TIS,2016
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",100.34,AFGHANISTAN TIS,2016
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,5.19,AFGHANISTAN TIS,2016
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",16.65,AFGHANISTAN TIS,2016
65,HEADGEAR AND PARTS THEREOF.,0.02,AFGHANISTAN TIS,2016
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",,AFGHANISTAN TIS,2016
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0,AFGHANISTAN TIS,2016
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.42,AFGHANISTAN TIS,2016
